[10.0511,8.19037,7.64327,7.51122,7.43337,7.5544,7.64284,7.85865,8.06514,8.16609,8.55362]
[9.8814, 8.14771, 7.8717, 7.48255, 7.59703, 7.32699, 7.77155, 7.80361, 7.91982, 8.25299, 8.35978]
[9.93802, 8.15126, 7.76555, 7.43531, 7.35634, 7.21872, 7.50534, 7.82295, 7.9884, 8.34421, 8.31358]
[9.99928, 8.25684, 7.77345, 7.39361, 7.32329, 7.25239, 7.68439, 7.78159, 7.96853, 8.00279, 8.41215]
[10.5597, 8.75018, 8.17885, 7.98828, 8.06994, 8.05678, 8.15986, 8.40287, 8.65732, 8.85898, 8.99916]
[10.3913, 8.54711, 7.97154, 7.77767, 7.66218, 7.70715, 8.05773, 8.15383, 8.33571, 8.46805, 8.74923]
[10.1541, 8.49527, 8.12159, 7.7341, 7.66093, 7.73737, 8.13231, 8.25875, 8.38865, 8.4063, 8.8021]
[10.4456, 8.6579, 7.96506, 7.78421, 7.81401, 7.91777, 8.09775, 8.02359, 8.35011, 8.53764, 8.8216]
[9.85618, 8.05918, 7.5395, 7.37069, 7.17942, 7.37997, 7.50889, 7.73518, 7.83979, 8.12367, 8.50525]
